"region","order_date","total_revenue","total_orders","avg_order_value"
"Latin America","2024-10-27","698.6800000000001","3","232.89333333333335"
"Middle East","2024-10-27","68.76","2","34.38"
"North America","2024-10-27","3966.05","13","305.08076923076925"
"Southeast Asia","2024-10-27","2145.9900000000002","6","357.665"
"Europe","2024-10-28","225.35","5","45.07"
"Latin America","2024-10-28","720.14","4","180.035"
"Middle East","2024-10-28","212.68","3","70.89333333333333"
"North America","2024-10-28","1435.04","9","159.4488888888889"
"Southeast Asia","2024-10-28","1147.12","8","143.39"
"Europe","2024-10-29","1500.94","4","375.235"
"Latin America","2024-10-29","46.13","1","46.13"
"North America","2024-10-29","1657.04","3","552.3466666666667"
"Southeast Asia","2024-10-29","1470.75","3","490.25"
"Europe","2024-10-30","212.99","3","70.99666666666667"
"Latin America","2024-10-30","1323.17","4","330.7925"
"North America","2024-10-30","21.79","1","21.79"
"Southeast Asia","2024-10-30","1463.44","1","1463.44"
"Europe","2024-10-31","590.55","2","295.275"
"North America","2024-10-31","1056.94","5","211.388"
"Southeast Asia","2024-10-31","802.88","3","267.62666666666667"
"Europe","2024-11-01","2208.97","9","245.4411111111111"
"Latin America","2024-11-01","770.44","6","128.40666666666667"
"Middle East","2024-11-01","712.8100000000001","3","237.60333333333335"
"North America","2024-11-01","2557.4900000000002","16","159.84312500000001"
"Southeast Asia","2024-11-01","2270.2200000000003","11","206.38363636363638"
"Europe","2024-11-02","1818.05","9","202.00555555555556"
"Latin America","2024-11-02","1685.5","10","168.55"
"Middle East","2024-11-02","761.27","6","126.87833333333333"
"North America","2024-11-02","3843.11","21","183.0052380952381"
"Southeast Asia","2024-11-02","6671.68","19","351.141052631579"
"Europe","2024-11-03","3840.66","12","320.055"
"Latin America","2024-11-03","2595.54","12","216.295"
"Middle East","2024-11-03","873.5600000000001","7","124.79428571428572"
"North America","2024-11-03","4729.89","13","363.83769230769235"
"Southeast Asia","2024-11-03","4175.16","12","347.93"
"Europe","2024-11-04","4614.07","13","354.92846153846153"
"Latin America","2024-11-04","343.84","2","171.92"
"Middle East","2024-11-04","1834.64","6","305.77333333333337"
"North America","2024-11-04","3288.44","12","274.0366666666667"
"Southeast Asia","2024-11-04","1867.19","11","169.74454545454546"
"Europe","2024-11-05","3882.7599999999998","10","388.27599999999995"
"Latin America","2024-11-05","1882","11","171.0909090909091"
"Middle East","2024-11-05","2010.31","9","223.36777777777777"
"North America","2024-11-05","5107.32","16","319.2075"
"Southeast Asia","2024-11-05","2448.57","12","204.0475"
"Europe","2024-11-06","2173.01","8","271.62625"
"Latin America","2024-11-06","1469.72","7","209.96"
"Middle East","2024-11-06","1982.14","4","495.535"
"North America","2024-11-06","3957.29","19","208.2784210526316"
"Southeast Asia","2024-11-06","5971.59","12","497.6325"
"Europe","2024-11-07","1588.54","10","158.85399999999998"
"Latin America","2024-11-07","3843.2200000000003","14","274.5157142857143"
"Middle East","2024-11-07","180.68","1","180.68"
"North America","2024-11-07","4898.51","15","326.56733333333335"
"Southeast Asia","2024-11-07","3171.1400000000003","10","317.11400000000003"
"Europe","2024-11-08","2239.08","8","279.885"
"Latin America","2024-11-08","724.69","7","103.52714285714286"
"Middle East","2024-11-08","1071.95","3","357.31666666666666"
"North America","2024-11-08","2034.69","13","156.51461538461538"
"Southeast Asia","2024-11-08","3440.34","11","312.7581818181818"
"Europe","2024-11-09","1986.62","9","220.73555555555555"
"Latin America","2024-11-09","684.18","7","97.74"
"Middle East","2024-11-09","2459.67","3","819.89"
"North America","2024-11-09","8121.4","28","290.05"
"Southeast Asia","2024-11-09","1959.03","13","150.6946153846154"
"Europe","2024-11-10","2195.66","9","243.9622222222222"
"Latin America","2024-11-10","1523.27","6","253.87833333333333"
"Middle East","2024-11-10","300.24","4","75.06"
"North America","2024-11-10","2454.24","20","122.71199999999999"
"Southeast Asia","2024-11-10","4426.87","10","442.687"
"Europe","2024-11-11","5194.12","13","399.5476923076923"
"Latin America","2024-11-11","1851.67","7","264.5242857142857"
"Middle East","2024-11-11","1811.5900000000001","6","301.9316666666667"
"North America","2024-11-11","4512.5","18","250.69444444444446"
"Southeast Asia","2024-11-11","3093.79","11","281.25363636363636"
"Europe","2024-11-12","1719.49","8","214.93625"
"Latin America","2024-11-12","2410.63","6","401.7716666666667"
"Middle East","2024-11-12","407.36","4","101.84"
"North America","2024-11-12","2342.43","11","212.9481818181818"
"Southeast Asia","2024-11-12","2693.27","12","224.43916666666667"
"Europe","2024-11-13","3977.5299999999997","10","397.753"
"Latin America","2024-11-13","641.31","6","106.88499999999999"
"Middle East","2024-11-13","708.73","3","236.24333333333334"
"North America","2024-11-13","2748.82","16","171.80125"
"Southeast Asia","2024-11-13","3637.85","10","363.78499999999997"
"Europe","2024-11-14","2084.36","13","160.3353846153846"
"Latin America","2024-11-14","874.47","5","174.894"
"Middle East","2024-11-14","994.1800000000001","5","198.836"
"North America","2024-11-14","3613.59","14","258.11357142857145"
"Southeast Asia","2024-11-14","2179.42","9","242.1577777777778"
"Europe","2024-11-15","1447.65","7","206.80714285714288"
"Latin America","2024-11-15","350.76000000000005","4","87.69000000000001"
"Middle East","2024-11-15","782.24","5","156.448"
"North America","2024-11-15","4635.87","15","309.058"
"Southeast Asia","2024-11-15","4456.55","11","405.14090909090913"
"Europe","2024-11-16","173.32999999999998","4","43.332499999999996"
"Latin America","2024-11-16","1178.69","4","294.6725"
"Middle East","2024-11-16","175.75","2","87.875"
"North America","2024-11-16","4255.19","13","327.3223076923077"
"Southeast Asia","2024-11-16","3666.56","15","244.43733333333333"
"Europe","2024-11-17","3403.48","13","261.80615384615385"
"Latin America","2024-11-17","2305.54","6","384.25666666666666"
"Middle East","2024-11-17","1424.51","6","237.41833333333332"
"North America","2024-11-17","2063.83","12","171.98583333333332"
"Southeast Asia","2024-11-17","2981.67","10","298.16700000000003"
"Europe","2024-11-18","4263.5199999999995","15","284.2346666666666"
"Latin America","2024-11-18","1627.8","8","203.475"
"Middle East","2024-11-18","2987.93","5","597.586"
"North America","2024-11-18","3444.29","16","215.268125"
"Southeast Asia","2024-11-18","1643.25","9","182.58333333333334"
"Europe","2024-11-19","4839.15","18","268.84166666666664"
"Latin America","2024-11-19","3294.97","10","329.49699999999996"
"Middle East","2024-11-19","494.98","4","123.745"
"North America","2024-11-19","6005.82","19","316.0957894736842"
"Southeast Asia","2024-11-19","3374.59","12","281.21583333333336"
"Europe","2024-11-20","2618.05","12","218.17083333333335"
"Latin America","2024-11-20","2255.53","6","375.9216666666667"
"Middle East","2024-11-20","363.28","4","90.82"
"North America","2024-11-20","3390.38","17","199.43411764705883"
"Southeast Asia","2024-11-20","5151.52","14","367.96571428571434"
"Europe","2024-11-21","1910.37","10","191.03699999999998"
"Latin America","2024-11-21","2829.4300000000003","8","353.67875000000004"
"Middle East","2024-11-21","488.66","6","81.44333333333334"
"North America","2024-11-21","5531.45","22","251.42954545454543"
"Southeast Asia","2024-11-21","1460.48","9","162.27555555555557"
"Europe","2024-11-22","1451.6599999999999","8","181.45749999999998"
"Latin America","2024-11-22","2887.35","8","360.91875"
"Middle East","2024-11-22","2004.8","9","222.75555555555556"
"North America","2024-11-22","7189.9","15","479.32666666666665"
"Southeast Asia","2024-11-22","3656.65","11","332.4227272727273"
"Europe","2024-11-23","1535.34","10","153.534"
"Latin America","2024-11-23","1010.63","5","202.126"
"Middle East","2024-11-23","1294.33","1","1294.33"
"North America","2024-11-23","4143.05","16","258.940625"
"Southeast Asia","2024-11-23","2877.58","13","221.35230769230768"
"Europe","2024-11-24","5238.15","15","349.21"
"Latin America","2024-11-24","4762.83","9","529.2033333333334"
"Middle East","2024-11-24","2851.33","13","219.33307692307693"
"North America","2024-11-24","5489.64","20","274.482"
"Southeast Asia","2024-11-24","4829.21","17","284.0711764705882"
"Europe","2024-11-25","3623.02","12","301.91833333333335"
"Latin America","2024-11-25","1441.51","6","240.25166666666667"
"Middle East","2024-11-25","907.54","5","181.50799999999998"
"North America","2024-11-25","8103.76","23","352.3373913043478"
"Southeast Asia","2024-11-25","1483.11","10","148.31099999999998"
"Europe","2024-11-26","2881.1800000000003","17","169.48117647058825"
"Latin America","2024-11-26","859.1","5","171.82"
"Middle East","2024-11-26","771.47","5","154.294"
"North America","2024-11-26","3002.1","13","230.93076923076922"
"Southeast Asia","2024-11-26","5441.08","12","453.42333333333335"
"Europe","2024-11-27","5300.5","15","353.3666666666667"
"Latin America","2024-11-27","890.5699999999999","5","178.11399999999998"
"Middle East","2024-11-27","1646.85","6","274.47499999999997"
"North America","2024-11-27","3118.15","20","155.9075"
"Southeast Asia","2024-11-27","3825.06","12","318.755"
"Europe","2024-11-28","4353.25","18","241.84722222222223"
"Latin America","2024-11-28","1704.2","8","213.025"
"Middle East","2024-11-28","2090.8","7","298.6857142857143"
"North America","2024-11-28","7484.25","20","374.2125"
"Southeast Asia","2024-11-28","1686.66","12","140.555"
"Europe","2024-11-29","1690.8999999999999","3","563.6333333333333"
"Latin America","2024-11-29","1200.73","2","600.365"
"Middle East","2024-11-29","422.77","1","422.77"
"North America","2024-11-29","4122.37","9","458.0411111111111"
"Southeast Asia","2024-11-29","1023.9000000000001","4","255.97500000000002"
"Europe","2024-11-30","122.09","1","122.09"
"Middle East","2024-11-30","872.9899999999999","3","290.9966666666666"
"North America","2024-11-30","1473.16","4","368.29"
"Southeast Asia","2024-11-30","348.96","2","174.48"
"Europe","2024-12-01","5810.21","16","363.138125"
"Latin America","2024-12-01","2633.41","12","219.45083333333332"
"Middle East","2024-12-01","1345.8799999999999","7","192.26857142857142"
"North America","2024-12-01","4564.25","19","240.22368421052633"
"Southeast Asia","2024-12-01","4830.5","20","241.525"
"Europe","2024-12-02","4151.5199999999995","14","296.53714285714284"
"Latin America","2024-12-02","4323.24","7","617.6057142857143"
"Middle East","2024-12-02","1933.9399999999998","3","644.6466666666666"
"North America","2024-12-02","6282.37","28","224.37035714285713"
"Southeast Asia","2024-12-02","3344.5","14","238.89285714285714"
"Europe","2024-12-03","3981.55","16","248.846875"
"Latin America","2024-12-03","4419.59","16","276.224375"
"Middle East","2024-12-03","2190.58","9","243.39777777777778"
"North America","2024-12-03","7396.03","27","273.92703703703705"
"Southeast Asia","2024-12-03","7137.21","24","297.38375"
"Europe","2024-12-04","4198.24","13","322.94153846153847"
"Latin America","2024-12-04","4786.82","13","368.2169230769231"
"Middle East","2024-12-04","3080.52","11","280.04727272727274"
"North America","2024-12-04","8521.94","22","387.3609090909091"
"Southeast Asia","2024-12-04","1400.19","9","155.57666666666668"
"Europe","2024-12-05","10944.5","26","420.9423076923077"
"Latin America","2024-12-05","2730.41","10","273.041"
"Middle East","2024-12-05","2796.32","10","279.632"
"North America","2024-12-05","6008.04","25","240.3216"
"Southeast Asia","2024-12-05","7153.32","21","340.6342857142857"
"Europe","2024-12-06","4937.68","17","290.4517647058824"
"Latin America","2024-12-06","2637.17","14","188.36928571428572"
"Middle East","2024-12-06","3342.36","11","303.8509090909091"
"North America","2024-12-06","5503.16","12","458.59666666666664"
"Southeast Asia","2024-12-06","2759.59","14","197.11357142857145"
"Europe","2024-12-07","2446.32","14","174.73714285714286"
"Latin America","2024-12-07","4786.25","18","265.90277777777777"
"Middle East","2024-12-07","2162.6","11","196.6"
"North America","2024-12-07","9848.039999999999","26","378.7707692307692"
"Southeast Asia","2024-12-07","6584.52","19","346.55368421052634"
"Europe","2024-12-08","6999.26","17","411.72117647058826"
"Latin America","2024-12-08","2791.5","12","232.625"
"Middle East","2024-12-08","1551.88","8","193.985"
"North America","2024-12-08","6177.78","25","247.1112"
"Southeast Asia","2024-12-08","6480.27","24","270.01125"
"Europe","2024-12-09","2672.13","15","178.142"
"Latin America","2024-12-09","4285.39","13","329.6453846153846"
"Middle East","2024-12-09","3663.86","10","366.386"
"North America","2024-12-09","8995.98","30","299.866"
"Southeast Asia","2024-12-09","6662.94","21","317.2828571428571"
"Europe","2024-12-10","6950.64","13","534.6646153846154"
"Latin America","2024-12-10","3782.04","9","420.2266666666667"
"Middle East","2024-12-10","2869.2599999999998","8","358.65749999999997"
"North America","2024-12-10","8799.56","24","366.6483333333333"
"Southeast Asia","2024-12-10","3286.18","15","219.07866666666666"
"Europe","2024-12-11","3157.54","9","350.8377777777778"
"Latin America","2024-12-11","2545.53","12","212.12750000000003"
"Middle East","2024-12-11","3964.57","13","304.9669230769231"
"North America","2024-12-11","7165.16","28","255.89857142857142"
"Southeast Asia","2024-12-11","7319.93","24","304.99708333333336"
"Europe","2024-12-12","3935.6","17","231.50588235294117"
"Latin America","2024-12-12","6005.54","15","400.3693333333333"
"Middle East","2024-12-12","2107.67","9","234.18555555555557"
"North America","2024-12-12","7475.61","25","299.0244"
"Southeast Asia","2024-12-12","6985.35","19","367.65000000000003"
"Europe","2024-12-13","2393.14","10","239.314"
"Latin America","2024-12-13","1790.84","13","137.75692307692307"
"Middle East","2024-12-13","3159.18","11","287.1981818181818"
"North America","2024-12-13","1508.45","11","137.13181818181818"
"Southeast Asia","2024-12-13","7213.09","26","277.4265384615385"
"Europe","2024-12-14","2792.04","13","214.7723076923077"
"Latin America","2024-12-14","850.9","7","121.55714285714285"
"Middle East","2024-12-14","5428.51","14","387.7507142857143"
"North America","2024-12-14","4941.69","18","274.5383333333333"
"Southeast Asia","2024-12-14","10340.96","32","323.155"
"Europe","2024-12-15","6631.5599999999995","18","368.41999999999996"
"Latin America","2024-12-15","3009.25","10","300.925"
"Middle East","2024-12-15","4018.59","12","334.8825"
"North America","2024-12-15","9765.39","21","465.0185714285714"
"Southeast Asia","2024-12-15","14985.05","30","499.50166666666667"
"Europe","2024-12-16","3555.63","14","253.97357142857143"
"Latin America","2024-12-16","5770.66","13","443.8969230769231"
"Middle East","2024-12-16","2145.3","14","153.2357142857143"
"North America","2024-12-16","8562.77","23","372.29434782608695"
"Southeast Asia","2024-12-16","7102.38","19","373.80947368421056"
"Europe","2024-12-17","3915.83","16","244.739375"
"Latin America","2024-12-17","2275.93","13","175.07153846153844"
"Middle East","2024-12-17","3769.07","9","418.78555555555556"
"North America","2024-12-17","6543.61","23","284.5047826086956"
"Southeast Asia","2024-12-17","4253.2","13","327.16923076923075"
"Europe","2024-12-18","6312.09","13","485.54538461538465"
"Latin America","2024-12-18","1399.3","12","116.60833333333333"
"Middle East","2024-12-18","5292.12","10","529.212"
"North America","2024-12-18","5622.68","21","267.74666666666667"
"Southeast Asia","2024-12-18","5572.23","22","253.2831818181818"
"Europe","2024-12-19","6056.05","20","302.8025"
"Latin America","2024-12-19","3733.45","13","287.1884615384615"
"Middle East","2024-12-19","2720.09","13","209.23769230769233"
"North America","2024-12-19","6087.21","23","264.6613043478261"
"Southeast Asia","2024-12-19","12354.85","28","441.2446428571429"
"Europe","2024-12-20","2639.7400000000002","10","263.97400000000005"
"Latin America","2024-12-20","2594.48","10","259.448"
"Middle East","2024-12-20","5077.74","11","461.6127272727272"
"North America","2024-12-20","8121.6","28","290.0571428571429"
"Southeast Asia","2024-12-20","7495.37","28","267.6917857142857"
"Europe","2024-12-21","3832.95","13","294.84230769230766"
"Latin America","2024-12-21","3798.15","12","316.5125"
"Middle East","2024-12-21","1917.6200000000001","8","239.70250000000001"
"North America","2024-12-21","4861.8","26","186.9923076923077"
"Southeast Asia","2024-12-21","7162.15","30","238.73833333333332"
"Europe","2024-12-22","3997.3","22","181.69545454545457"
"Latin America","2024-12-22","5063.98","14","361.7128571428571"
"Middle East","2024-12-22","2405.44","9","267.2711111111111"
"North America","2024-12-22","8505.43","35","243.01228571428572"
"Southeast Asia","2024-12-22","8032.34","26","308.93615384615384"
"Europe","2024-12-23","3164.35","13","243.41153846153844"
"Latin America","2024-12-23","6092.68","15","406.1786666666667"
"Middle East","2024-12-23","5387.72","15","359.1813333333333"
"North America","2024-12-23","8888.89","26","341.88038461538457"
"Southeast Asia","2024-12-23","9596.76","34","282.2576470588235"
"Europe","2024-12-24","6650.96","20","332.548"
"Latin America","2024-12-24","4065.17","17","239.12764705882353"
"Middle East","2024-12-24","2564.26","7","366.3228571428572"
"North America","2024-12-24","7597.1","30","253.23666666666668"
"Southeast Asia","2024-12-24","6408.96","22","291.31636363636363"
"Europe","2024-12-25","6411.41","14","457.9578571428571"
"Latin America","2024-12-25","5310.03","14","379.28785714285715"
"Middle East","2024-12-25","2142.52","10","214.252"
"North America","2024-12-25","8614.28","30","287.1426666666667"
"Southeast Asia","2024-12-25","6292.65","24","262.19374999999997"
"Europe","2024-12-26","5472.35","22","248.74318181818182"
"Latin America","2024-12-26","4584.43","12","382.03583333333336"
"Middle East","2024-12-26","3361.39","11","305.5809090909091"
"North America","2024-12-26","6012.97","28","214.7489285714286"
"Southeast Asia","2024-12-26","4573.72","21","217.79619047619047"
"Europe","2024-12-27","4503.2","15","300.2133333333333"
"Latin America","2024-12-27","2755.37","16","172.210625"
"Middle East","2024-12-27","6746.5","10","674.65"
"North America","2024-12-27","11917.92","31","384.4490322580645"
"Southeast Asia","2024-12-27","6598.77","19","347.30368421052634"
"Europe","2024-12-28","5021.4","17","295.3764705882353"
"Latin America","2024-12-28","2518.16","13","193.70461538461538"
"Middle East","2024-12-28","6054.79","23","263.25173913043477"
"North America","2024-12-28","8656.73","23","376.3795652173913"
"Southeast Asia","2024-12-28","12638.7","33","382.9909090909091"
"Europe","2024-12-29","1234.66","5","246.93200000000002"
"Latin America","2024-12-29","1233.03","7","176.14714285714285"
"Middle East","2024-12-29","541.82","4","135.455"
"North America","2024-12-29","2084.07","11","189.4609090909091"
"Southeast Asia","2024-12-29","2695.54","7","385.07714285714286"
"Europe","2024-12-30","2961.36","11","269.2145454545455"
"Latin America","2024-12-30","1451.38","6","241.89666666666668"
"Middle East","2024-12-30","1896.48","4","474.12"
"North America","2024-12-30","3208.23","11","291.65727272727275"
"Southeast Asia","2024-12-30","2417.6800000000003","5","483.53600000000006"
"Europe","2024-12-31","2627.29","6","437.88166666666666"
"Latin America","2024-12-31","2275.1","6","379.18333333333334"
"Middle East","2024-12-31","215.51000000000002","4","53.877500000000005"
"North America","2024-12-31","3672.52","11","333.86545454545455"
"Southeast Asia","2024-12-31","5288","8","661"
